EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
205170.300,223238.600,483435.000,478250.100,210327.500,218264.600,164291.000,215094.300,0.000
203382.500,221189.100,477125.600,472141.100,208409.300,216292.600,163106.000,213125.300,0.000
201707.300,219254.800,471213.600,466434.800,206616.900,214430.800,162004.100,211326.900,0.000
200122.400,217444.100,465720.300,461039.200,204985.400,212675.700,160955.700,209641.100,0.000
198627.400,215761.500,460568.700,455918.800,203494.100,211052.200,159985.000,208053.900,0.000
197195.700,214147.300,455619.600,451048.400,202036.900,209497.900,159045.900,206513.200,0.000
195847.200,212598.100,450872.700,446469.500,200583.300,208004.000,158143.600,205029.100,0.000
194585.000,211137.500,446419.700,442179.900,199215.700,206603.400,157304.600,203671.200,0.000
193398.000,209775.300,442294.700,438109.800,197987.900,205284.600,156507.400,202387.500,0.000
192273.100,208499.900,438401.900,434217.400,196862.000,204050.200,155765.800,201180.100,0.000
191202.100,207283.300,434645.400,430512.200,195761.000,202883.300,155058.900,200020.200,0.000
190178.300,206096.300,431004.100,427007.900,194639.800,201745.500,154371.000,198887.500,0.000
189215.500,204969.300,427569.600,423715.300,193581.600,200666.600,153723.500,197840.300,0.000
188313.800,203931.800,424407.300,420592.700,192661.600,199664.200,153127.300,196881.200,0.000
187456.800,202961.900,421422.100,417588.400,191819.700,198724.700,152562.500,195966.700,0.000
186634.000,202031.700,418516.100,414717.300,190987.000,197824.400,152024.700,195096.000,0.000
185844.600,201124.800,415678.100,412002.900,190124.900,196954.500,151500.000,194226.600,0.000
185110.500,200266.500,413003.100,409455.500,189309.600,196131.600,151012.300,193422.800,0.000
184415.600,199462.200,410534.200,407025.500,188592.600,195361.500,150555.600,192683.600,0.000
183764.300,198719.600,408213.400,404688.900,187956.300,194645.900,150127.400,191996.200,0.000
183143.600,198011.500,405940.700,402450.300,187328.600,193960.000,149725.600,191319.200,0.000
182537.600,197309.000,403702.100,400326.400,186671.300,193291.700,149332.100,190658.100,0.000
181975.300,196640.700,401591.800,398325.200,186043.700,192651.700,148957.300,190036.200,0.000
181455.100,196030.800,399669.800,396428.600,185514.300,192059.300,148612.100,189479.600,0.000
180957.500,195467.600,397857.900,394583.700,185041.700,191515.900,148298.800,188958.300,0.000
180475.500,194921.300,396071.500,392798.000,184550.200,190995.600,147998.200,188442.800,0.000
180019.000,194388.000,394302.800,391116.800,184028.100,190483.800,147696.700,187932.600,0.000
179606.000,193892.600,392639.600,389549.900,183545.700,190012.000,147431.600,187469.400,0.000
179209.400,193426.900,391127.800,388049.300,183138.200,189564.200,147177.800,187052.600,0.000
178824.300,192991.800,389699.500,386575.100,182768.300,189139.900,146924.100,186615.400,0.000
178467.000,192580.700,388285.900,385169.400,182409.400,188749.100,146707.300,186229.500,0.000
178127.000,192172.600,386871.200,383850.400,182023.300,188371.500,146503.300,185860.000,0.000
177790.500,191776.100,385528.800,382604.800,181646.600,188000.600,146292.100,185492.500,0.000
177462.200,191431.400,384334.300,381421.500,181354.500,187659.400,146115.500,185188.000,0.000
177174.500,191118.000,383205.800,380249.900,181099.100,187351.700,145947.200,184879.900,0.000
176913.000,190813.600,382073.800,379127.300,180834.800,187065.500,145801.200,184602.500,0.000
176658.800,190500.900,380926.000,378063.000,180525.300,186765.700,145643.300,184307.500,0.000
176431.400,190208.200,379852.200,377075.000,180235.400,186492.400,145497.900,184031.100,0.000
176224.800,189952.200,378908.800,376131.900,180020.600,186247.900,145381.100,183810.700,0.000
176031.500,189726.400,378029.100,375206.200,179851.900,186031.400,145275.700,183603.800,0.000
175838.300,189502.700,377123.800,374306.100,179664.200,185819.600,145170.700,183390.900,0.000
175647.300,189269.800,376189.400,373454.100,179428.300,185597.200,145058.600,183164.700,0.000
175471.100,189050.700,375315.000,372671.600,179212.400,185394.100,144979.200,182993.100,0.000
175320.200,188866.700,374562.400,371923.100,179065.100,185216.900,144896.400,182824.100,0.000
175186.400,188708.600,373865.500,371176.500,178952.800,185060.700,144820.500,182658.300,0.000
175047.600,188553.600,373142.200,370452.500,178825.700,184916.700,144764.900,182514.600,0.000
174909.800,188384.300,372390.700,369769.000,178655.400,184758.000,144699.800,182355.900,0.000
174792.000,188221.200,371686.700,369137.200,178487.500,184607.100,144635.700,182207.900,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
174688.400,188087.700,371089.100,368537.800,178382.500,184483.800,144594.300,182104.700,0.000
173917.000,187000.900,364474.300,362149.300,177475.500,183483.200,144419.200,181144.500,0.000
173901.800,186973.500,364177.800,361855.400,177475.600,183460.300,144441.800,181142.700,0.000
173888.300,186955.900,363905.400,361534.700,177502.500,183445.500,144463.400,181132.700,0.000
173871.900,186933.900,363584.600,361206.000,177496.500,183429.800,144480.200,181117.500,0.000
173855.400,186900.300,363217.400,360906.300,177440.800,183407.100,144497.700,181079.900,0.000
173849.600,186873.200,362882.900,360645.900,177390.500,183387.700,144517.600,181058.300,0.000
173858.700,186870.300,362640.300,360394.300,177403.900,183379.400,144545.300,181071.300,0.000
173871.200,186884.900,362438.700,360130.800,177448.500,183387.500,144586.600,181089.700,0.000
173875.500,186892.400,362193.800,359859.800,177459.100,183393.200,144617.000,181082.000,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
173883.700,186882.900,361900.400,359617.600,177422.900,183388.500,144643.800,181068.900,0.000
174500.600,187328.000,358353.800,356353.000,177977.400,183902.000,145591.800,181596.400,0.000
174547.300,187371.200,358285.100,356273.800,178042.100,183935.200,145658.800,181666.700,0.000
174587.900,187417.900,358227.800,356154.900,178120.300,183982.900,145710.600,181711.000,0.000
174630.500,187464.200,358127.300,356031.800,178169.500,184025.800,145756.000,181735.300,0.000
174670.000,187494.900,357972.900,355932.400,178174.900,184063.600,145806.400,181766.300,0.000
174708.400,187513.500,357828.300,355850.900,178177.800,184091.900,145846.800,181788.100,0.000
174756.000,187552.300,357765.000,355776.800,178236.900,184127.300,145895.000,181827.500,0.000
174806.100,187609.400,357731.700,355691.500,178329.800,184177.600,145955.200,181897.000,0.000
174846.800,187655.300,357643.800,355590.000,178387.300,184223.600,146012.000,181950.500,0.000
174879.400,187679.300,357494.200,355498.600,178388.500,184251.900,146045.500,181958.900,0.000
174924.700,187706.300,357373.700,355442.700,178397.700,184284.400,146092.500,181990.400,0.000
174974.100,187744.700,357326.400,355387.800,178457.900,184324.000,146143.400,182046.400,0.000
175025.100,187803.500,357305.700,355310.600,178545.900,184380.800,146203.100,182106.700,0.000
175063.300,187849.200,357223.100,355210.200,178592.400,184429.500,146255.000,182141.500,0.000
175102.300,187881.400,357088.000,355133.600,178594.800,184463.400,146299.000,182168.700,0.000
175151.000,187910.800,356968.400,355085.700,178604.800,184495.200,146343.400,182205.900,0.000
175201.800,187956.000,356931.300,355036.400,178674.000,184541.500,146399.300,182266.700,0.000
175252.600,188020.800,356922.400,354969.500,178767.400,184597.500,146459.000,182329.100,0.000
175295.300,188076.800,356862.500,354885.300,178825.900,184648.000,146509.900,182371.800,0.000
175331.700,188103.300,356738.700,354810.300,178835.800,184679.500,146551.400,182398.200,0.000
175375.700,188129.300,356633.300,354767.700,178848.500,184716.200,146594.200,182428.200,0.000
175423.300,188172.500,356602.200,354728.400,178898.100,184752.400,146639.800,182471.500,0.000
175472.600,188236.000,356598.700,354671.100,178983.900,184809.000,146700.600,182541.700,0.000
175508.000,188281.600,356529.900,354587.700,179033.100,184859.000,146746.200,182576.500,0.000
175551.800,188311.800,356407.900,354525.000,179035.300,184897.600,146788.700,182602.000,0.000
175599.800,188338.400,356307.300,354487.400,179036.900,184929.100,146830.000,182630.600,0.000
175649.300,188382.500,356287.700,354455.500,179095.500,184975.000,146883.500,182692.200,0.000
175690.900,188433.000,356284.900,354398.000,179178.800,185023.400,146940.500,182757.300,0.000
175723.500,188469.000,356223.300,354319.300,179222.100,185059.700,146978.000,182782.900,0.000
175767.500,188502.000,356117.300,354267.200,179229.100,185095.800,147021.200,182809.500,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
175797.600,188522.600,356013.300,354231.900,179223.100,185120.100,147051.800,182842.000,0.000
177361.500,190058.300,354237.000,352717.100,180759.800,186664.500,148688.600,184408.200,0.000
177393.400,190101.100,354253.200,352679.400,180833.900,186707.200,148731.300,184449.200,0.000
177423.600,190138.000,354221.300,352624.200,180874.300,186741.000,148770.100,184484.400,0.000
177453.500,190161.400,354129.300,352583.600,180865.300,186765.500,148798.300,184496.400,0.000
177484.400,190179.800,354047.300,352563.900,180852.400,186786.800,148824.100,184517.100,0.000
177527.500,190218.100,354050.400,352555.700,180899.700,186819.400,148858.800,184557.000,0.000
177564.800,190265.300,354074.700,352523.100,180980.100,186857.900,148900.600,184613.700,0.000
177592.700,190305.500,354046.800,352471.800,181026.300,186893.300,148935.800,184647.900,0.000
177616.600,190326.000,353953.800,352429.000,181016.800,186911.500,148954.100,184651.100,0.000
177645.400,190344.000,353868.900,352410.000,181004.800,186933.100,148979.800,184666.400,0.000
177676.200,190372.900,353858.400,352393.500,181043.600,186964.000,149015.000,184705.500,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177705.900,190415.100,353874.600,352356.300,181103.600,187001.200,149050.500,184748.100,0.000
177964.300,190662.100,353486.300,352085.200,181318.300,187258.500,149313.100,184987.400,0.000
177998.000,190701.800,353505.700,352050.100,181390.900,187297.000,149349.100,185033.700,0.000
178022.200,190729.300,353474.500,351998.100,181435.500,187327.600,149381.500,185062.100,0.000
178053.100,190751.800,353398.200,351965.300,181436.400,187350.800,149404.300,185073.300,0.000
178082.300,190770.300,353333.000,351952.700,181432.300,187370.800,149429.700,185087.600,0.000
178113.600,190802.700,353340.500,351946.000,181478.400,187401.800,149462.800,185133.600,0.000
178142.000,190842.500,353362.900,351910.400,181553.200,187437.800,149496.400,185177.800,0.000
178160.500,190868.300,353320.600,351850.700,181593.500,187462.900,149517.600,185194.700,0.000
178181.800,190881.000,353222.300,351809.200,181583.400,187473.200,149533.600,185197.700,0.000
178211.700,190895.000,353145.000,351796.100,181574.400,187494.200,149558.100,185216.900,0.000
178248.800,190925.000,353148.100,351794.300,181616.700,187529.400,149598.100,185272.900,0.000
178271.100,190954.800,353163.300,351748.400,181668.600,187557.700,149614.500,185291.600,0.000
178295.000,190985.300,353133.700,351692.200,181706.800,187582.800,149639.800,185313.900,0.000
178315.300,190997.500,353048.000,351656.000,181705.000,187597.600,149662.400,185324.800,0.000
178337.800,191007.600,352969.200,351644.500,181694.600,187611.900,149681.900,185340.300,0.000
178365.200,191032.100,352966.800,351637.600,181738.100,187641.200,149710.800,185373.800,0.000
178391.900,191071.800,352989.800,351605.800,181818.700,187681.400,149748.400,185422.700,0.000
178415.900,191105.500,352964.600,351554.800,181865.300,187716.100,149774.500,185441.400,0.000
178435.400,191116.300,352875.100,351512.000,181850.000,187726.400,149791.000,185450.900,0.000
178456.000,191121.800,352794.000,351487.800,181825.100,187732.600,149803.100,185455.800,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178483.300,191148.000,352793.300,351476.400,181860.200,187759.400,149831.600,185487.700,0.000
178721.700,191399.900,352435.900,351135.800,182142.000,187998.600,150076.600,185744.000,0.000
178744.900,191430.500,352414.400,351087.900,182184.500,188023.800,150096.800,185765.500,0.000
178761.000,191441.200,352327.700,351050.200,182175.600,188032.500,150108.300,185761.300,0.000
178777.900,191441.400,352246.200,351038.900,182159.300,188042.800,150126.200,185782.000,0.000
178799.000,191456.500,352235.700,351031.200,182189.000,188065.500,150148.600,185805.200,0.000
178813.600,191483.300,352247.900,350988.800,182246.400,188091.100,150170.200,185837.200,0.000
178832.300,191511.400,352216.200,350936.200,182286.400,188116.000,150191.500,185861.100,0.000
178849.800,191524.200,352130.100,350899.500,182278.100,188131.700,150209.800,185863.400,0.000
178871.700,191536.000,352056.100,350888.300,182262.600,188143.500,150227.300,185880.300,0.000
178898.200,191564.700,352057.500,350880.500,182297.400,188172.300,150252.000,185917.900,0.000
178919.400,191596.800,352076.000,350842.200,182364.200,188205.100,150286.400,185952.800,0.000
178942.000,191620.400,352050.100,350788.400,182398.600,188226.400,150302.900,185964.900,0.000
178960.500,191627.400,351964.500,350744.300,182375.600,188235.500,150307.000,185955.000,0.000
178985.100,191634.700,351893.700,350734.000,182358.600,188248.300,150326.500,185967.300,0.000
179015.800,191663.400,351903.100,350734.900,182408.000,188279.100,150360.300,186012.700,0.000
179032.700,191689.300,351921.800,350701.200,182470.500,188307.500,150391.000,186055.300,0.000
179043.500,191705.600,351888.600,350648.600,182503.400,188324.700,150407.700,186065.400,0.000
179061.000,191715.500,351801.800,350612.400,182491.500,188339.900,150416.900,186057.400,0.000
179073.900,191713.000,351717.500,350600.400,182464.900,188349.000,150430.600,186072.500,0.000
179088.800,191726.300,351711.500,350589.300,182488.100,188360.900,150456.800,186110.600,0.000
179107.800,191761.100,351736.200,350556.100,182545.400,188394.000,150480.900,186143.500,0.000
179124.200,191789.700,351711.300,350504.800,182574.500,188418.400,150498.700,186159.400,0.000
179140.900,191801.200,351625.600,350469.700,182559.200,188430.200,150520.100,186173.200,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179157.100,191803.800,351542.000,350451.100,182536.300,188435.100,150528.800,186176.600,0.000
179286.400,191922.700,351392.200,350296.500,182667.100,188546.300,150632.300,186282.900,0.000
179309.200,191954.200,351417.800,350264.900,182737.400,188577.800,150659.800,186322.500,0.000
179320.500,191974.500,351383.200,350213.300,182770.400,188599.400,150678.600,186335.700,0.000
179339.300,191984.600,351297.800,350183.100,182758.000,188611.500,150693.300,186347.100,0.000
179355.500,191984.200,351217.300,350162.600,182730.700,188614.800,150704.000,186344.600,0.000
179381.600,192003.700,351220.200,350151.900,182757.800,188634.100,150724.200,186372.800,0.000
179408.200,192037.900,351253.000,350124.300,182817.500,188664.300,150752.300,186414.800,0.000
179424.300,192061.100,351227.100,350074.700,182844.600,188683.100,150768.300,186425.700,0.000
179430.900,192063.400,351137.300,350034.100,182821.200,188688.600,150775.100,186421.400,0.000
179449.700,192071.100,351061.000,350026.900,182805.400,188698.000,150786.500,186435.500,0.000
179467.800,192088.000,351054.600,350017.000,182838.800,188713.800,150802.600,186457.400,0.000
179477.400,192111.400,351073.100,349981.700,182895.800,188739.800,150826.800,186490.200,0.000
179485.300,192128.700,351042.100,349926.200,182922.700,188757.400,150844.800,186506.800,0.000
179493.200,192127.000,350952.600,349884.500,182903.300,188758.500,150850.800,186501.400,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
179502.300,192119.200,350864.800,349863.400,182877.300,188757.600,150847.900,186493.000,0.000
