EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
44602.8203125,44581.8984375,45004.43359375,44897.59375,44688.203125,44824.45703125,44961.69921875,45017.30859375
44852.62109375,44831.96875,45254.7734375,45148.11328125,44938.09375,45074.26171875,45211.859375,45267.55859375
46574.421875,46554.9296875,46977.6484375,46870.625,46659.625,46796.77734375,46934.28515625,46991.05859375
47566.66015625,47548.0625,47970.69140625,47862.953125,47652.22265625,47789.28515625,47926.96875,47984.546875
46572.8125,46553.41015625,46976.12890625,46869.015625,46658.46484375,46794.80859375,46932.67578125,46989.62890625
45113.8671875,45093.3046875,45515.6640625,45409.26953125,45199.4296875,45335.0625,45473.10546875,45529.07421875
45346.68359375,45326.12109375,45748.66015625,45641.99609375,45432.0703125,45568.234375,45705.83203125,45761.890625
47062.40625,47043.18359375,47465.62890625,47358.69921875,47147.69921875,47284.76171875,47422.53515625,47480.0234375
48065.015625,48046.59765625,48469.1328125,48361.48828125,48150.578125,48287.90625,48425.7734375,48483.88671875
47079.75,47060.6171875,47483.421875,47375.8671875,47165.4921875,47302.10546875,47440.23828125,47497.28125
45613.7421875,45593.44921875,46016.34375,45909.234375,45699.12890625,45835.47265625,45973.33984375,46029.21875
45833.59375,45812.94140625,46236.1953125,46129.0859375,45918.890625,46055.32421875,46193.01171875,46248.890625
47547.34765625,47528.39453125,47951.37890625,47843.734375,47632.8203125,47769.8828125,47907.5703125,47964.96875
48560.8671875,48543.1640625,48965.69921875,48858.0546875,48646.25,48784.11328125,48921.98046875,48979.91796875
47584.71875,47566.125,47988.83984375,47881.10546875,47670.28125,47807.34375,47945.12109375,48002.33984375
46112.27734375,46092.60546875,46515.4140625,46407.9453125,46198.01953125,46333.91796875,46471.78125,46528.19921875
46318.00390625,46298.06640625,46721.05078125,46613.671875,46403.38671875,46539.46484375,46677.59765625,46734.1015625
48028.8046875,48010.296875,48432.92578125,48325.27734375,48114.01171875,48251.51953125,48389.11328125,48446.87109375
49056.359375,49038.4765625,49461.10546875,49353.01171875,49141.5625,49279.96484375,49417.3828125,49475.9453125
48090.13671875,48071.36328125,48494.34765625,48386.25390625,48175.5234375,48313.296875,48450.62890625,48508.65234375
46610.80859375,46591.05078125,47014.03515625,46906.65625,46696.1953125,46833.25390625,46970.40625,47027.4453125
46798.1171875,46779.1640625,47202.05859375,47094.58984375,46884.12890625,47020.921875,47158.33984375,47215.46875
48502.3046875,48484.421875,48907.5859375,48799.4921875,48588.22265625,48725.73046875,48863.2421875,48921.7109375
49541.3046875,49524.2265625,49947.2109375,49838.9375,49626.953125,49765.08984375,49903.3125,49961.875
48588.4921875,48570.69921875,48993.68359375,48885.4140625,48673.96484375,48812.01171875,48949.78515625,49007.98828125
47103.62109375,47084.21875,47507.11328125,47399.55859375,47188.828125,47325.796875,47463.484375,47521.15234375
47277.33984375,47257.9375,47680.7421875,47573.27734375,47362.90234375,47499.3359375,47637.11328125,47694.87109375
48976.0703125,48958.19140625,49381.0859375,49272.72265625,49061.8125,49199.41015625,49337.0078125,49395.66015625
50025.80078125,50008.8125,50431.6171875,50322.71875,50111.18359375,50249.8515625,50387.44921875,50446.63671875
49082.82421875,49065.03125,49488.015625,49379.296875,49168.02734375,49306.33984375,49444.1171875,49502.3203125
47591.87109375,47573.09765625,47996.171875,47888.2578125,47677.34765625,47814.85546875,47952.5390625,48010.03125
47751.8203125,47732.95703125,48155.76171875,48048.02734375,47837.296875,47974.71484375,48112.48828125,48170.06640625
49445.28125,49427.66796875,49850.7421875,49742.2890625,49530.75390625,49668.796875,49807.01953125,49865.58203125
50505.9140625,50489.28515625,50912.26953125,50803.55078125,50591.56640625,50730.4140625,50868.28125,50927.19921875
49570.5390625,49552.8359375,49975.73046875,49867.55078125,49655.65625,49794.50390625,49932.1015625,49990.83984375
48076.01171875,48057.68359375,48480.22265625,48372.57421875,48161.484375,48298.8125,48436.94921875,48494.79296875
48221.56640625,48203.68359375,48626.22265625,48518.30859375,48307.12890625,48445.08203125,48582.859375,48640.6171875
49911.984375,49894.81640625,50317.890625,50209.53125,49997.63671875,50136.6640625,50274.08203125,50332.734375
50984.15234375,50967.61328125,51390.41796875,51281.96875,51069.359375,51208.65234375,51346.609375,51405.796875
50061.7421875,50044.484375,50467.73828125,50359.19921875,50147.39453125,50285.8828125,50423.75,50482.66796875
48562.4765625,48544.1484375,48967.66796875,48859.57421875,48648.3046875,48785.90234375,48923.76953125,48982.33203125
48692.921875,48674.58984375,49097.93359375,48990.01953125,48778.125,48915.8125,49053.5859375,49112.5078125
50376.72265625,50359.375,50782.71875,50674.1796875,50461.8359375,50600.41796875,50738.37109375,50798.0078125
51456.9375,51440.93359375,51864.1875,51755.37890625,51542.765625,51681.88671875,51819.9296875,51879.65234375
50545.61328125,50529.609375,50952.0546875,50844.3203125,50631.62109375,50770.29296875,50908.15625,50967.61328125
49042.0546875,49024.88671875,49447.3359375,49339.95703125,49127.88671875,49265.9296875,49403.52734375,49462.08984375
49155.78125,49138.43359375,49561.0625,49453.328125,49241.609375,49379.296875,49517.4296875,49575.9921875
50836.18359375,50820.08984375,51242.44921875,51134.4453125,50921.8359375,51060.953125,51198.99609375,51258.453125
51933.1171875,51917.7421875,52340.27734375,52231.55859375,52018.58984375,52158.78125,52296.46875,52356.640625
51029.75,51014.10546875,51436.640625,51328.19140625,51115.9375,51254.87890625,51392.65234375,51452.64453125
49519.93359375,49502.6796875,49925.39453125,49817.48046875,49605.765625,49743.8984375,49881.765625,49940.59375
49620.25,49602.7265625,50025.62109375,49917.4375,49705.6328125,49844.3046875,49981.90234375,50040.640625
51296.00390625,51280.08984375,51702.71484375,51594.35546875,51381.8359375,51521.1328125,51659.0859375,51718.36328125
52400.8046875,52385.78515625,52808.6796875,52699.87109375,52486.7265625,52626.91796875,52764.87109375,52825.1328125
51508.2578125,51492.4296875,51915.23828125,51806.6953125,51594.0859375,51733.91796875,51871.42578125,51931.2421875
49996.3828125,49979.21875,50402.3828125,50294.109375,50082.03515625,50220.796875,50358.3046875,50417.84765625
50082.39453125,50065.31640625,50488.2109375,50379.76171875,50167.77734375,50306.71484375,50444.3125,50503.6796875
51751.53125,51735.70703125,52158.78125,52049.97265625,51837.2734375,51977.10546875,52114.79296875,52174.6953125
52865.8125,52850.96875,53274.04296875,53165.50390625,52951.64453125,53092.37109375,53229.87890625,53290.76171875
51986.046875,51970.7578125,52393.4765625,52284.84375,52071.69921875,52211.7109375,52349.6640625,52409.74609375
50468.8984375,50452.62890625,50875.43359375,50767.07421875,50554.8203125,50693.578125,50831.89453125,50890.9921875
50536.58203125,50520.3984375,50943.11328125,50834.75390625,50622.5,50761.53125,50899.484375,50958.671875
52200.71484375,52185.9609375,52608.67578125,52499.87109375,52286.9921875,52426.82421875,52564.51171875,52624.859375
53326.4375,53312.7578125,53735.47265625,53626.57421875,53412.89453125,53553.88671875,53691.21875,53752.015625
52455.1640625,52440.50390625,52863.30859375,52754.6796875,52541.4453125,52681.90234375,52819.05078125,52879.4921875
50935.3359375,50919.15234375,51342.05078125,51233.5078125,51021.34765625,51160.46484375,51297.79296875,51357.42578125
50989.875,50974.05078125,51396.765625,51288.40625,51076.15234375,51215.1796875,51352.59765625,51412.234375
52649.89453125,52635.41015625,53058.39453125,52949.40625,52736.53125,52876.71875,53013.9609375,53074.3984375
53787.59765625,53773.91796875,54196.63671875,54087.55859375,53873.78515625,54015.140625,54152.82421875,54213.35546875
52927.4140625,52912.9296875,53335.46875,53226.5703125,53013.15625,53153.8828125,53291.74609375,53351.828125
51398.5546875,51382.99609375,51805.8046875,51697.26171875,51484.7421875,51624.30859375,51761.81640625,51821.71875
51437.265625,51421.53125,51844.3359375,51735.6171875,51523.27734375,51662.57421875,51800.52734375,51860.33984375
53093.62109375,53079.046875,53501.94140625,53392.8671875,53179.71875,53320.0,53458.04296875,53518.03515625
54241.78515625,54228.46484375,54651.44921875,54542.19140625,54327.97265625,54469.50390625,54607.28125,54667.80859375
53393.671875,53379.72265625,53802.70703125,53693.72265625,53480.0390625,53620.85546875,53758.453125,53818.890625
51864.8125,51849.5234375,52272.59765625,52163.7890625,51951.1796875,52090.65234375,52228.33984375,52287.88671875
51889.48828125,51873.83984375,52296.82421875,52188.1953125,51975.67578125,52115.15234375,52252.66015625,52312.3828125
53536.1875,53522.59765625,53945.40234375,53836.32421875,53622.46484375,53763.28125,53900.69921875,53961.40625
54693.6484375,54681.22265625,55103.66796875,54994.0546875,54780.015625,54921.546875,55059.0546875,55120.296875
53855.1015625,53841.6875,54264.31640625,54155.0625,53941.55859375,54082.37109375,54220.05859375,54280.58984375
52322.93359375,52308.1796875,52730.984375,52622.1796875,52408.94140625,52548.953125,52686.73046875,52746.6328125
52334.5546875,52319.89453125,52742.7890625,52634.0703125,52420.921875,52560.75390625,52698.80078125,52758.5234375
53977.41015625,53964.17578125,54386.8046875,54278.17578125,54063.8671875,54204.6796875,54342.7265625,54402.984375
55145.8671875,55133.62109375,55555.98046875,55447.26171875,55232.32421875,55374.03515625,55511.9921875,55572.7890625
54318.67578125,54305.7109375,54728.78515625,54619.53125,54405.3984375,54546.6640625,54684.44140625,54744.96875
52780.33984375,52765.85546875,53188.75,53079.671875,52866.52734375,53006.89453125,53144.671875,53204.39453125
52775.15234375,52760.66796875,53183.7421875,53074.93359375,52861.609375,53001.80078125,53139.30859375,53199.65625
54410.67578125,54397.80078125,54820.60546875,54711.62109375,54497.48828125,54638.57421875,54776.6171875,54837.234375
55589.7734375,55578.33203125,56000.6015625,55891.5234375,55676.9453125,55819.19140625,55956.61328125,56017.5859375
54773.30859375,54760.703125,55182.97265625,55074.07421875,54860.390625,55001.56640625,55139.34375,55199.6015625
53231.6640625,53217.5390625,53640.43359375,53531.1796875,53318.2109375,53458.58203125,53596.265625,53656.52734375
53214.5,53200.28515625,53623.0,53514.01171875,53300.95703125,53441.50390625,53579.19140625,53639.359375
54844.56640625,54831.9609375,55254.3203125,55144.796875,54931.11328125,55073.00390625,55210.51171875,55271.12890625
56033.32421875,56021.7890625,56444.05859375,56334.0859375,56120.13671875,56262.7421875,56400.16015625,56461.13671875
55230.71484375,55218.46875,55640.9140625,55531.21484375,55317.44140625,55459.6875,55597.10546875,55657.72265625
53686.48046875,53672.7109375,54095.0703125,53986.26171875,53772.7578125,53914.109375,54051.34765625,54111.609375
53652.4140625,53638.64453125,54060.6484375,53952.1953125,53738.51171875,53879.6875,54017.10546875,54077.54296875
55278.81640625,55266.74609375,55688.8359375,55579.4921875,55365.09375,55507.4296875,55645.02734375,55705.82421875
56476.6015625,56465.78515625,56887.78515625,56778.44140625,56562.96875,56706.2890625,56844.15625,56904.86328125
55682.22265625,55670.5078125,56092.8671875,55983.5234375,55768.58984375,55911.28125,56048.69921875,56109.5859375
54133.6015625,54120.55078125,54542.99609375,54433.921875,54219.61328125,54361.14453125,54498.5625,54559.26953125
54085.58984375,54072.1796875,54494.8984375,54385.640625,54171.87109375,54313.04296875,54450.55078125,54511.078125
55703.23046875,55691.51953125,56114.1484375,56004.4453125,55790.046875,55932.47265625,56069.890625,56130.953125
56911.8359375,56901.734375,57324.44921875,57214.4765625,56999.36328125,57142.328125,57280.01171875,57341.34765625
56129.97265625,56119.2421875,56542.13671875,56431.98828125,56217.3203125,56360.015625,56497.25390625,56558.765625
54578.76171875,54566.33203125,54989.40625,54879.703125,54665.75390625,54807.375,54945.1484375,55005.76953125
54516.0859375,54503.30078125,54925.83984375,54816.671875,54602.8125,54744.25390625,54881.8515625,54942.46875
56129.34765625,56117.8125,56540.34765625,56430.82421875,56216.0703125,56358.5859375,56496.18359375,56557.60546875
57348.140625,57337.94921875,57760.3984375,57650.875,57435.40234375,57578.90234375,57716.5859375,57778.1015625
56578.078125,56567.53125,56990.06640625,56880.1875,56665.16015625,56808.5703125,56945.8984375,57006.6953125
55023.3828125,55010.6875,55433.40234375,55323.87890625,55109.92578125,55251.99609375,55389.68359375,55450.12109375
54944.79296875,54932.09765625,55354.8125,55245.37890625,55031.4296875,55173.5859375,55311.2734375,55372.0703125
56550.453125,56539.90234375,56962.3515625,56852.46875,56637.35546875,56780.9453125,56918.36328125,56979.3359375
57777.3828125,57768.17578125,58190.265625,58080.47265625,57865.00390625,58008.94921875,58146.3671875,58207.69921875
57019.66015625,57009.109375,57431.73828125,57322.125,57107.01171875,57250.2421875,57387.66015625,57448.8125
55461.65625,55449.5859375,55872.12109375,55763.046875,55548.37890625,55690.984375,55828.3125,55889.109375
55368.1328125,55356.2421875,55778.51171875,55669.61328125,55454.76953125,55597.28515625,55734.61328125,55795.58984375
56969.32421875,56959.04296875,57381.04296875,57271.7890625,57056.2265625,57199.81640625,57337.14453125,57398.38671875
58206.71875,58197.59765625,58619.59765625,58510.07421875,58293.7109375,58438.4609375,58575.87890625,58637.48046875
57459.90234375,57450.33203125,57872.3359375,57762.72265625,57547.0703125,57691.10546875,57828.52734375,57889.58984375
55899.66015625,55888.57421875,56310.6640625,56201.31640625,55986.47265625,56129.16796875,56266.5859375,56327.65234375
55792.90625,55781.55078125,56203.5546875,56094.56640625,55879.8984375,56022.05859375,56159.7421875,56220.71875
57383.9921875,57374.16015625,57796.4296875,57686.90625,57471.078125,57614.84375,57752.44140625,57813.59375
58630.7734375,58621.56640625,59044.19140625,58934.22265625,58717.9453125,58862.875,59000.3828125,59061.984375
57895.1328125,57885.74609375,58308.015625,58198.1328125,57982.3046875,58126.51953125,58264.20703125,58325.359375
56330.78125,56319.78125,56742.05078125,56632.52734375,56417.4140625,56560.375,56697.97265625,56759.0390625
56208.91796875,56198.01171875,56620.45703125,56510.66796875,56295.46484375,56438.42578125,56576.37890625,56637.17578125
57797.5,57787.578125,58210.11328125,58100.41015625,57884.40625,58028.52734375,58166.21484375,58227.37109375
59055.7265625,59047.140625,59469.5,59359.53125,59142.62890625,59288.09375,59425.6015625,59487.0234375
58331.88671875,58323.03515625,58745.39453125,58635.24609375,58418.87890625,58563.5390625,58701.2265625,58762.73828125
56765.38671875,56755.1953125,57177.375,57067.8515625,56852.37890625,56995.51953125,57133.1171875,57194.62890625
56629.30859375,56618.671875,57040.76171875,56931.328125,56716.21484375,56859.44140625,56996.7734375,57057.8359375
58210.828125,58201.53125,58623.62109375,58514.09765625,58297.91015625,58442.21484375,58579.6328125,58641.4140625
59476.20703125,59468.6953125,59890.875,59780.99609375,59564.00390625,59709.203125,59846.88671875,59908.48828125
58764.52734375,58756.2109375,59178.390625,59068.421875,58852.234375,58996.89453125,59134.76171875,59196.18359375
57195.34375,57185.0625,57607.421875,57497.62890625,57282.16015625,57425.92578125,57563.61328125,57624.9453125
57045.41015625,57035.21875,57457.48828125,57347.875,57132.22265625,57275.9921875,57413.67578125,57475.09765625
58619.95703125,58611.73046875,59033.91015625,58923.94140625,58707.484375,58852.234375,58990.01171875,59051.703125
59895.16796875,59887.74609375,60310.015625,60199.33203125,59982.51953125,60128.07421875,60265.58203125,60327.71875
59194.21875,59186.26171875,59608.3515625,59497.93359375,59281.74609375,59426.40625,59564.36328125,59626.23046875
57622.7109375,57613.14453125,58035.76953125,57925.53125,57709.97265625,57853.6484375,57991.69140625,58053.02734375
57456.859375,57447.203125,57869.65234375,57759.859375,57543.85546875,57687.7109375,57825.57421875,57886.99609375
59025.953125,59017.81640625,59440.265625,59329.66796875,59113.03515625,59257.875,59395.91796875,59457.34375
60311.984375,60304.65234375,60727.1875,60616.50390625,60399.15625,60544.9765625,60682.84375,60744.80078125
59621.76171875,59614.16015625,60036.33984375,59926.01171875,59708.84375,59854.3984375,59992.3515625,60054.1328125
58046.85546875,58037.6484375,58459.73828125,58349.859375,58133.8515625,58277.88671875,58415.83984375,58477.44140625
57865.98828125,57856.59765625,58279.046875,58169.078125,57953.0703125,58097.1953125,58234.703125,58296.3046875
59429.0,59421.04296875,59843.4921875,59733.07421875,59516.171875,59661.90625,59799.4140625,59860.92578125
60725.1328125,60718.3359375,61140.60546875,61030.3671875,60812.484375,60959.2890625,61096.53125,61158.48828125
60049.21484375,60041.4375,60464.0625,60353.55859375,60136.38671875,60282.30078125,60419.62890625,60481.765625
58472.43359375,58463.046875,58885.5859375,58775.5234375,58559.33984375,58704.08984375,58841.5078125,58903.109375
58278.2421875,58269.30078125,58691.390625,58581.77734375,58365.05859375,58509.984375,58647.4921875,58708.9140625
59833.03125,59825.33984375,60247.4296875,60138.0859375,59920.203125,60066.11328125,60203.890625,60265.4921875
61135.6015625,61128.984375,61551.5234375,61441.28125,61223.48828125,61369.84765625,61507.7109375,61569.4921875
60470.0546875,60463.171875,60885.9765625,60775.109375,60558.12109375,60703.85546875,60841.71875,60903.23046875
58891.75390625,58883.34765625,59306.06640625,59195.37890625,58979.10546875,59124.03125,59261.8984375,59322.96484375
58683.078125,58674.49609375,59096.49609375,58986.16796875,58769.890625,58915.08984375,59052.86328125,59113.9296875
60230.17578125,60223.203125,60645.29296875,60534.875,60317.52734375,60463.796875,60601.484375,60662.99609375
61540.97265625,61534.98046875,61957.609375,61846.65234375,61628.859375,61775.75390625,61913.26171875,61975.22265625
60886.24609375,60879.89453125,61302.1640625,61191.8359375,60973.86328125,61120.4921875,61258.0,61319.8671875
59304.6328125,59296.765625,59719.125,59609.06640625,59392.07421875,59537.71875,59674.95703125,59736.29296875
59080.671875,59072.4453125,59495.0703125,59384.7421875,59168.109375,59313.75390625,59450.63671875,59512.05859375
60623.03125,60616.14453125,61039.12890625,60928.80078125,60711.09765625,60857.45703125,60994.60546875,61056.56640625
61943.390625,61938.1171875,62361.01171875,62249.96875,62031.81640625,62179.0703125,62316.578125,62378.625
61300.37890625,61294.20703125,61717.015625,61606.1484375,61388.53125,61535.33984375,61672.7578125,61734.89453125
59716.17578125,59708.12890625,60131.0234375,60020.6953125,59803.703125,59949.2578125,60087.125,60148.81640625
59478.80078125,59470.484375,59893.6484375,59783.05078125,59565.97265625,59711.4375,59849.66015625,59910.9921875
61010.33984375,61003.7265625,61426.7109375,61315.93359375,61098.140625,61244.765625,61382.72265625,61444.41015625
62339.9140625,62334.45703125,62757.265625,62646.3984375,62427.62109375,62575.3203125,62713.54296875,62775.32421875
61712.09765625,61706.10546875,62128.91015625,62018.2265625,61799.71484375,61946.87890625,62084.74609375,62146.61328125
60126.28515625,60118.953125,60541.66796875,60431.1640625,60213.90234375,60359.90625,60497.59375,60559.1953125
59873.890625,59866.2890625,60288.55859375,60178.5,59961.328125,60107.2421875,60244.66015625,60306.171875
61399.26171875,61392.9140625,61815.71875,61705.03515625,61487.05859375,61634.1328125,61771.55078125,61833.51171875
62738.66796875,62733.75,63156.375,63045.9609375,62827.08984375,62974.61328125,63112.4765625,63174.70703125
62121.3125,62115.58984375,62538.21875,62427.62109375,62209.19921875,62356.09375,62494.23046875,62556.1875
60534.25,60527.09765625,60949.72265625,60839.57421875,60621.77734375,60768.13671875,60905.9140625,60967.42578125
60267.3671875,60260.0390625,60682.84375,60572.42578125,60355.16796875,60501.2578125,60638.5859375,60700.3671875
61784.96484375,61778.8828125,62201.8671875,62091.359375,61873.38671875,62020.19140625,62157.69921875,62220.10546875
63132.59375,63128.03515625,63551.2890625,63440.51171875,63221.734375,63369.07421875,63506.49609375,63569.8828125
62529.09765625,62523.82421875,62946.89453125,62836.2109375,62617.69921875,62764.68359375,62902.19140625,62965.046875
60941.23046875,60934.34375,61357.23828125,61246.64453125,61029.47265625,61175.296875,61312.625,61374.8515625
60654.6796875,60647.796875,61070.15625,60959.46875,60742.65625,60888.48046875,61025.98828125,61088.125
62164.67578125,62159.22265625,62581.7578125,62470.984375,62252.828125,62400.3515625,62537.58984375,62600.0859375
63522.67578125,63518.1171875,63941.1015625,63830.23828125,63611.19140625,63759.60546875,63897.0234375,63959.609375
62933.93359375,62929.37109375,63352.1796875,63241.046875,63022.53515625,63170.234375,63307.83203125,63370.5078125
61346.2421875,61339.89453125,61762.61328125,61652.015625,61434.12890625,61580.9375,61718.4453125,61780.671875
61047.0859375,61040.5625,61463.27734375,61352.76953125,61135.0625,61281.69140625,61418.9296875,61481.515625
62548.9453125,62543.8515625,62966.74609375,62855.87890625,62637.28125,62785.0703125,62922.48828125,62984.984375
63916.24609375,63912.3125,64335.296875,64224.25390625,64004.84765625,64153.35546875,64291.0390625,64353.26953125
63337.9609375,63333.9375,63756.921875,63646.1484375,63426.7421875,63574.890625,63712.84765625,63774.625
61747.94921875,61742.31640625,62165.390625,62054.61328125,61836.4609375,61983.53515625,62120.953125,62183.09375
61438.0625,61432.4296875,61854.69921875,61744.55078125,61526.3984375,61673.203125,61810.80078125,61872.40234375
62933.39453125,62929.10546875,63351.46484375,63241.046875,63022.17578125,63170.14453125,63307.83203125,63369.703125
64306.6875,64303.37890625,64726.54296875,64615.23046875,64395.73828125,64544.59765625,64682.1953125,64744.51171875
63738.59375,63734.5703125,64157.64453125,64046.51171875,63827.28515625,63975.96875,64113.2109375,64175.52734375
62150.7265625,62145.8984375,62568.2578125,62457.75,62239.15234375,62386.671875,62524.0,62586.140625
61825.5546875,61820.27734375,62242.90625,62132.12890625,61913.796875,62060.78515625,62198.828125,62260.51953125
63311.23046875,63307.296875,63730.28125,63619.23828125,63400.1015625,63548.60546875,63686.3828125,63748.25
64695.25,64692.4765625,65115.55078125,65004.5078125,64784.56640625,64933.87890625,65071.38671875,65133.79296875
64142.984375,64139.94140625,64562.2109375,64451.6171875,64231.765625,64380.5390625,64518.1328125,64580.36328125
62551.1796875,62546.3515625,62968.7109375,62858.5625,62639.3359375,62786.9453125,62924.90234375,62986.68359375
62212.23828125,62207.23046875,62629.6796875,62518.99609375,62300.57421875,62447.73828125,62585.69140625,62648.0078125
63691.8359375,63688.4375,64111.15234375,64000.01953125,63780.52734375,63929.2109375,64066.62890625,64129.484375
65083.1875,65080.59375,65503.66796875,65392.4453125,65172.1484375,65321.90234375,65459.14453125,65522.265625
64542.72265625,64539.76953125,64962.66796875,64850.99609375,64631.50390625,64780.6328125,64918.05078125,64980.99609375
62949.9375,62945.28515625,63367.64453125,63257.05078125,63037.9140625,63185.96875,63323.74609375,63385.70703125
62597.76171875,62592.30859375,63015.29296875,62904.4296875,62685.55859375,62833.08203125,62971.03515625,63032.90625
64070.5625,64066.71875,64489.5234375,64378.5703125,64159.25390625,64307.84765625,64445.35546875,64507.8515625
65469.69140625,65467.01171875,65890.0859375,65778.6875,65559.1015625,65708.5859375,65845.828125,65908.4140625
64938.8828125,64935.84375,65358.91796875,65247.78515625,65028.11328125,65177.421875,65314.75,65376.9765625
63346.90234375,63342.5234375,63765.328125,63654.55078125,63435.328125,63583.5625,63720.98046875,63783.38671875
62980.6015625,62975.86328125,63398.7578125,63287.625,63069.1171875,63216.90625,63354.14453125,63416.73046875
64445.26953125,64441.69140625,64864.5859375,64753.9921875,64533.9609375,64682.91015625,64820.59765625,64882.9140625
65851.8203125,65849.2265625,66272.8359375,66161.4375,65940.78125,66091.0703125,66228.3984375,66291.1640625
65334.8671875,65332.0078125,65755.9765625,65644.390625,65423.91796875,65573.8515625,65710.9140625,65773.859375
63742.796875,63738.50390625,64161.66796875,64050.625,63830.953125,63979.90625,64117.14453125,64179.640625
63363.890625,63359.33203125,63782.40625,63671.44921875,63452.13671875,63600.8203125,63737.7890625,63800.1953125
64818.09375,64815.14453125,65238.0390625,65126.99609375,64907.14453125,65056.8125,65193.78125,65256.27734375
66229.828125,66227.6875,66650.7578125,66539.359375,66318.8828125,66469.265625,66606.234375,66669.1796875
65726.2890625,65723.5234375,66147.1328125,66035.28125,65815.4296875,65965.453125,66102.3359375,66165.28125
64132.96875,64128.85546875,64551.9296875,64440.70703125,64221.21484375,64370.25390625,64507.40625,64569.9921875
63740.11328125,63735.9140625,64158.44921875,64047.85546875,63828.359375,63977.3125,64114.4609375,64176.6015625
65186.54296875,65183.76953125,65607.109375,65496.24609375,65275.859375,65425.703125,65562.6796875,65625.4375
66607.84375,66605.7890625,67029.6640625,66918.265625,66697.0703125,66847.9921875,66984.9609375,67048.3515625
66116.4609375,66114.5,66537.8359375,66426.171875,66205.515625,66356.4296875,66493.40625,66556.6171875
64520.01171875,64516.8828125,64939.77734375,64828.5546875,64608.703125,64758.55078125,64895.43359375,64958.015625
64113.48046875,64109.9921875,64532.70703125,64422.11328125,64202.171875,64351.48046875,64488.62890625,64550.76953125
65552.484375,65549.984375,65973.3203125,65862.1875,65641.4453125,65792.0078125,65928.7109375,65991.46875
66981.296875,66979.7734375,67403.1171875,67291.8046875,67070.703125,67222.25,67358.4140625,67421.8984375
66504.1328125,66502.5234375,66925.6875,66814.375,66593.625,66744.8125,66881.4296875,66944.4609375
64912.8671875,64909.37890625,65332.6328125,65221.58984375,65001.828125,65151.2265625,65288.375,65351.140625
64493.81640625,64489.79296875,64913.1328125,64802.08984375,64582.59765625,64731.55078125,64868.87890625,64931.55078125
65923.703125,65921.109375,66344.71875,66233.40625,66012.6640625,66162.953125,66300.28125,66363.046875
67357.7890625,67356.5390625,67780.5078125,67669.1953125,67447.2890625,67598.7421875,67735.7109375,67798.8359375
66893.5,66891.890625,67315.6796875,67204.3671875,66983.0859375,67133.734375,67271.2421875,67334.09375
65298.30078125,65295.6171875,65718.78125,65607.734375,65387.4375,65537.015625,65674.4375,65737.1953125
64861.1015625,64857.96875,65280.8671875,65169.91015625,64949.79296875,65099.546875,65236.7890625,65299.37109375
66284.8203125,66282.671875,66706.015625,66594.609375,66373.953125,66524.4296875,66661.6640625,66724.34375
67729.1875,67727.6640625,68151.90625,68040.140625,67818.59375,67970.40625,68107.5546875,68170.0546875
67275.625,67274.28125,67698.0703125,67586.671875,67364.8515625,67516.3984375,67653.640625,67716.21875
65678.7265625,65676.3984375,66099.7421875,65988.4296875,65767.7734375,65917.890625,66054.6796875,66117.625
65229.7265625,65226.59375,65650.0234375,65538.8046875,65318.59375,65468.44140625,65605.1484375,65668.265625
66645.21875,66643.3359375,67067.21875,66955.640625,66734.4453125,66885.71875,67022.421875,67085.546875
68097.8125,68096.9140625,68521.3359375,68409.3984375,68187.578125,68339.921875,68476.71875,68539.6640625
67656.140625,67655.15625,68079.2109375,67967.453125,67745.90625,67897.984375,68034.6015625,68097.8125
66060.4921875,66058.4375,66481.6015625,66370.5546875,66149.6328125,66300.4609375,66437.34375,66500.375
65599.78125,65597.453125,66020.53125,65909.3046875,65688.828125,65838.9453125,65976.09375,66038.859375
67007.2265625,67006.1484375,67429.671875,67318.0,67097.171875,67247.640625,67384.96875,67448.09375
68462.6796875,68462.5,68886.828125,68774.9765625,68553.34375,68705.328125,68842.125,68905.78125
68034.6015625,68033.8828125,68458.296875,68346.6328125,68124.7265625,68276.7109375,68413.6875,68476.8046875
66443.515625,66441.1015625,66865.0703125,66753.484375,66532.65625,66683.5703125,66820.8125,66883.84375
65966.9765625,65964.46875,66387.9921875,66276.6796875,66056.0234375,66206.4921875,66343.5546875,66406.6796875
67364.4921875,67363.3359375,67787.2109375,67675.8125,67454.2578125,67605.625,67742.6875,67805.8046875
68827.4609375,68827.1953125,69251.609375,69139.7578125,68917.40625,69070.109375,69207.0859375,69270.4765625
68411.6328125,68411.09375,68835.2421875,68723.75,68501.484375,68653.7421875,68790.890625,68853.9296875
66819.828125,66818.6640625,67242.2734375,67130.6953125,66909.7734375,67060.6015625,67197.75,67260.15625
66332.0234375,66330.5,66753.578125,66642.53125,66421.875,66572.6171875,66709.234375,66772.0859375
67720.3359375,67719.6171875,68143.859375,68032.09375,67810.4609375,67962.4453125,68099.15625,68162.453125
69190.9921875,69191.171875,69616.1171875,69504.09375,69281.7421875,69434.4453125,69571.2421875,69634.71875
68788.3046875,68788.2109375,69212.8984375,69100.9609375,68878.515625,69030.953125,69167.921875,69231.578125
67194.171875,67193.1015625,67617.15625,67505.046875,67283.671875,67435.125,67572.3671875,67635.578125
