EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
-30107.7109375,-5997.8671875,166241.375,139516.375,164588.0625,-26141.349609375,148164.890625,132143.609375
4.649163246154785,1735.4788818359375,46.84925842285156,6.347895622253418,4637.80859375,-14168.681640625,337.3325500488281,5499.333984375
-5.453825950622559,-27.894977569580078,0.0,32.90176773071289,3613.919677734375,-11303.814453125,656.1578369140625,3828.317626953125
-427.2759704589844,-1542.1810302734375,0.0,18.954280853271484,1432.3892822265625,-2904.654052734375,888.1689453125,21.368268966674805
-1538.2470703125,-1695.87158203125,2.6822094917297363,0.17881396412849426,-935.8228759765625,1024.961669921875,1213.2528076171875,-1339.495361328125
-2419.889404296875,-1497.2987060546875,437.28955078125,176.93641662597656,-1651.8834228515625,-857.7705688476562,477.7909240722656,-1603.067138671875
-2459.228515625,-1280.3079833984375,2767.235595703125,804.3945922851562,-2040.9825439453125,-1883.00048828125,-520.3486328125,-1352.0123291015625
-2039.90966796875,-956.2970581054688,9976.8359375,1617.72998046875,-1702.5771484375,-1447.6778564453125,-671.9828491210938,-815.7493286132812
-1682.550048828125,-380.51611328125,18016.22265625,3793.538330078125,-1313.2991943359375,-499.5168151855469,-893.3545532226562,36.74626922607422
-1321.1669921875,-220.56703186035156,5118.19189453125,4923.0166015625,-1018.256103515625,-132.05410766601562,-791.6988525390625,37.19330596923828
-955.6712036132812,-634.8789672851562,1380.533203125,348.7766418457031,-780.8805541992188,-607.6992797851562,-656.4260864257812,-658.1248168945312
-791.8776245117188,-620.9315185546875,-622.8090209960938,-564.9627075195312,-633.6272583007812,-561.2076416015625,-488.4303283691406,-683.6057739257812
-689.5960693359375,-555.3067626953125,-702.8283081054688,-514.2689819335938,-545.5614013671875,-461.6976623535156,-369.51904296875,-682.3540649414062
-625.7594604492188,-533.491455078125,-671.9828491210938,-500.5002746582031,-497.37103271484375,-407.6064453125,-276.17816162109375,-744.4025268554688
-607.8780517578125,-572.3834838867188,-687.6290893554688,-573.6351928710938,-491.64898681640625,-421.1962890625,-198.03646850585938,-874.0426635742188
-612.7954711914062,-619.3221435546875,-647.3959350585938,-617.4446411132812,-536.9783325195312,-478.9532165527344,-185.2512664794922,-1038.551513671875
-488.5197448730469,-462.0552978515625,-405.9076843261719,-431.8357238769531,-438.6306457519531,-321.06048583984375,-192.40382385253906,-707.209228515625
